project_id,nature_id,spatial_domain_id,mapping_type_id,variable_id,period_id,ensemble_id,gcm_id,rcm_id,rcm_resolution_id,rcp_id,driving_member_id,climex_member_id,post_processing_id,post_processing_obs_id,start,end,version,finest_resolution,first_member,latest_version,path
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,ACCESS1-0,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_A10_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1138.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,ACCESS1-0,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_A10_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1145.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,ACCESS1-3,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_A13_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1151.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,ACCESS1-3,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_A13_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1158.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BCC-CSM1-1-m,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_B1M_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190417-1014.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BCC-CSM1-1-m,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_B1M_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190417-1027.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BCC-CSM1-1,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_BC1_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-2023.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BCC-CSM1-1,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_BC1_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190417-1001.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BNU-ESM,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_BNU_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1202.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,BNU-ESM,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_BNU_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1205.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1508.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp45,r2i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R42_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1517.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp45,r3i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R43_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1525.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp45,r4i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R44_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1533.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp45,r5i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R45_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1541.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1512.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp85,r2i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R82_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1521.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp85,r3i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R83_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1529.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp85,r4i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R84_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1537.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CanESM2,NotApplicable,NotApplicable,rcp85,r5i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CE2_XXX_R85_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1545.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CMCC-CESM,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CMC_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1208.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CMCC-CM,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CMM_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1231.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CMCC-CM,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CMM_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1255.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CMCC-CMS,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CMS_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1301.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CMCC-CMS,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CMS_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1307.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CNRM-CM5,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CN5_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1315.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CNRM-CM5,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CN5_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1324.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r10i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_410_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1328.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r10i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_810_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1333.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1337.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r2i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R42_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1347.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r3i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R43_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1356.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r4i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R44_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1406.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r5i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R45_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1416.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r6i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R46_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1427.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r7i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R47_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1438.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r8i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R48_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1448.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp45,r9i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R49_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1459.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1342.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r2i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R82_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1351.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r3i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R83_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1401.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r4i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R84_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1411.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r5i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R85_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1421.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r6i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R86_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1432.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r7i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R87_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1443.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r8i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R88_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1453.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,CSIRO-Mk3-6-0,NotApplicable,NotApplicable,rcp85,r9i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_CSI_XXX_R89_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1504.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,FGOALS-g2,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_FGO_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1549.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,FGOALS-g2,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_FGO_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1553.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-CM3,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GF3_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1558.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-CM3,NotApplicable,NotApplicable,rcp45,r3i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GF3_XXX_R43_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1608.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-CM3,NotApplicable,NotApplicable,rcp45,r5i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,False,False,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GF3_XXX_R45_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1613.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-CM3,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GF3_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1603.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-ESM2G,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GFG_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1618.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-ESM2G,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GFG_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1622.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-ESM2M,NotApplicable,NotApplicable,rcp45,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GFM_XXX_R41_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1627.nc
cQ2,SimulatedClimate,Quebec,AveragedObsToSimGrid,pr,1955-2100,CMIP5,GFDL-ESM2M,NotApplicable,NotApplicable,rcp85,r1i1p1,NotApplicable,QuantileMapping-MovingWindow-Detrending-Extremes,NRCAN-Extremes,,,v1.0,True,True,True,/cmip5/v1.0/CQM/pr/CQ2_CLISIM_QUEBEC_A2S_PRECIP_CON_CM5_GFM_XXX_R81_CQX_NRX_XXX_XXXXXX_XXX_GR_20190416-1632.nc
